Transaction_ID,Customer_ID,Transaction_DateTime,Transaction_Amount,Merchant_Category,Transaction_Type,Customer_Age,Account_Tenure,Num_Transactions_Last_24H,Location_Match,Fraud
TXN0000780,1879,2025-01-17 19:00:00,933.48,Fuel,POS,51.0,10.0,,1,No
TXN0000781,1728,2025-01-10 23:00:00,1723.53,Fashion,Online,42.0,14.0,2.0,1,No
TXN0000782,1341,2025-01-08 17:00:00,678.93,Travel,Online,52.0,12.0,7.0,1,No
TXN0000783,1396,2025-01-02 23:00:00,,Electronics,ATM,33.0,9.0,3.0,1,No
TXN0000784,1698,2025-01-17 01:00:00,1401.15,Electronics,Online,19.0,0.0,5.0,1,No
TXN0000785,1018,2025-01-09 15:00:00,1483.53,Fashion,Online,41.0,13.0,6.0,0,No
TXN0000786,1176,2025-01-07 12:00:00,813.48,Grocery,POS,27.0,7.0,8.0,1,No
TXN0000787,1611,2025-01-10 08:00:00,1133.31,Fuel,POS,55.0,3.0,4.0,1,No
TXN0000788,1395,2025-01-06 23:00:00,1146.28,Fashion,Online,39.0,9.0,2.0,1,No
TXN0000789,1444,2025-01-18 10:00:00,2098.03,Fashion,POS,43.0,7.0,3.0,1,No
TXN0000790,1232,2025-01-05 14:00:00,1400.29,Fuel,POS,60.0,12.0,8.0,0,No
TXN0000791,1914,2025-01-20 08:00:00,1471.91,Travel,Online,56.0,14.0,7.0,0,No
TXN0000792,1075,2025-01-06 11:00:00,1466.32,,Online,44.0,5.0,6.0,1,No
TXN0000793,1264,2025-01-27 00:00:00,,,Online,46.0,10.0,5.0,1,No
TXN0000794,1454,2025-01-26 00:00:00,505.27,Entertainment,POS,64.0,8.0,5.0,1,No
TXN0000795,1795,2025-01-29 00:00:00,2224.63,Healthcare,POS,55.0,10.0,1.0,1,No
TXN0000796,1717,2025-01-14 21:00:00,761.26,Grocery,Online,37.0,3.0,6.0,1,No
TXN0000797,1734,2025-01-04 02:00:00,1180.8,Electronics,POS,44.0,1.0,9.0,1,No
TXN0000798,1383,2025-01-18 03:00:00,1965.74,Electronics,POS,58.0,13.0,,1,No
TXN0000799,1563,2025-01-22 14:00:00,2167.31,Fashion,Online,,,,1,No
TXN0000800,1850,2025-01-27 00:00:00,,Entertainment,POS,61.0,4.0,6.0,1,No
TXN0000801,1505,2025-01-02 11:00:00,947.65,Fashion,Online,36.0,9.0,3.0,1,No
TXN0000802,1366,2025-01-27 00:00:00,1263.87,Fashion,ATM,37.0,8.0,6.0,1,No
TXN0000803,1143,2025-01-10 06:00:00,1283.48,Grocery,POS,52.0,11.0,9.0,1,No
TXN0000804,1884,2025-01-23 01:00:00,1301.2,Fashion,POS,64.0,2.0,,1,No
TXN0000805,1068,2025-01-11 00:00:00,584.97,Fashion,POS,19.0,7.0,8.0,1,No
TXN0000806,1098,2025-01-06 13:00:00,1830.05,Healthcare,POS,47.0,3.0,6.0,1,No
TXN0000807,1395,2025-01-17 06:00:00,1267.29,Grocery,POS,51.0,,6.0,1,No
TXN0000808,1024,2025-01-05 05:00:00,838.89,Travel,POS,,9.0,7.0,1,No
TXN0000809,1947,2025-01-28 03:00:00,950.8,Entertainment,ATM,20.0,5.0,4.0,1,No
TXN0000810,1890,2025-01-29 08:00:00,1334.93,Travel,POS,23.0,2.0,8.0,0,No
TXN0000811,1468,2025-01-21 17:00:00,498.55,Fuel,Online,32.0,13.0,4.0,0,No
TXN0000812,1483,2025-01-22 06:00:00,1639.22,Healthcare,ATM,44.0,4.0,7.0,1,No
TXN0000813,1564,2025-01-30 06:00:00,1317.37,Electronics,POS,27.0,11.0,1.0,1,No
TXN0000814,1150,2025-01-23 08:00:00,1982.84,Fuel,POS,26.0,2.0,9.0,0,No
TXN0000815,1143,2025-01-23 16:00:00,1238.79,Travel,ATM,50.0,10.0,9.0,1,No
TXN0000816,1568,2025-01-15 06:00:00,657.37,Grocery,Online,49.0,14.0,7.0,1,No
TXN0000817,1038,2025-01-01 05:00:00,601.1,Electronics,Online,65.0,10.0,8.0,1,No
TXN0000818,1108,2025-01-09 01:00:00,1004.65,Fashion,Online,23.0,14.0,2.0,0,No
TXN0000819,1692,2025-01-06 16:00:00,1057.55,Grocery,POS,58.0,0.0,7.0,1,No
TXN0000820,1041,2025-01-20 16:00:00,916.37,Electronics,POS,53.0,6.0,1.0,1,No
TXN0000821,1185,2025-01-09 23:00:00,1264.24,,ATM,19.0,3.0,3.0,1,No
TXN0000822,1934,2025-01-15 12:00:00,903.68,Fuel,Online,46.0,13.0,6.0,1,No
TXN0000823,1397,2025-01-08 14:00:00,1327.1,Fashion,POS,21.0,6.0,5.0,1,No
TXN0000824,1222,2025-01-07 23:00:00,939.68,Fashion,ATM,,2.0,5.0,0,No
TXN0000825,1633,2025-01-02 13:00:00,1515.85,Entertainment,POS,36.0,11.0,9.0,1,No
TXN0000826,1132,2025-01-29 02:00:00,1044.95,Grocery,Online,,14.0,6.0,1,No
TXN0000827,1162,2025-01-20 14:00:00,1823.1,Fuel,POS,42.0,14.0,3.0,0,Yes
TXN0000828,1214,2025-01-19 19:00:00,1526.15,Fashion,ATM,27.0,10.0,2.0,1,No
TXN0000829,1732,2025-01-21 09:00:00,1296.79,Electronics,ATM,32.0,4.0,9.0,1,No
TXN0000830,1234,2025-01-06 21:00:00,1096.16,Entertainment,POS,39.0,4.0,4.0,1,No
TXN0000831,1842,2025-01-05 06:00:00,440.5,Entertainment,POS,,14.0,5.0,1,No
TXN0000832,1657,2025-01-30 14:00:00,1906.77,Healthcare,Online,65.0,12.0,9.0,1,No
TXN0000833,1750,2025-01-30 15:00:00,859.61,Travel,Online,38.0,1.0,5.0,0,No
TXN0000834,1587,2025-01-02 17:00:00,1245.37,Grocery,ATM,39.0,10.0,7.0,1,No
TXN0000835,1008,2025-01-07 02:00:00,1371.9,Fuel,Online,53.0,9.0,2.0,1,No
TXN0000836,1073,2025-01-03 17:00:00,1108.24,Healthcare,Online,51.0,,2.0,1,No
TXN0000837,1953,2025-01-09 00:00:00,1877.3,Healthcare,Online,47.0,1.0,4.0,1,No
TXN0000838,1491,2025-01-13 09:00:00,589.31,Grocery,POS,42.0,3.0,8.0,1,No
TXN0000839,1912,2025-01-02 13:00:00,2066.97,Electronics,POS,62.0,14.0,2.0,1,No
TXN0000840,1252,2025-01-21 21:00:00,1535.78,Fuel,Online,45.0,3.0,7.0,1,No
TXN0000841,1229,2025-01-28 04:00:00,1076.79,Travel,ATM,18.0,3.0,1.0,1,No
TXN0000842,1518,2025-01-26 17:00:00,1082.39,Grocery,ATM,66.0,5.0,9.0,1,No
TXN0000843,1173,2025-01-18 19:00:00,91.59,,Online,62.0,1.0,6.0,1,Yes
TXN0000844,1652,2025-01-28 15:00:00,775.88,Healthcare,Online,21.0,5.0,1.0,1,No
TXN0000845,1167,2025-01-15 15:00:00,1023.05,Healthcare,POS,,6.0,6.0,1,No
TXN0000846,1169,2025-01-14 13:00:00,1288.05,Grocery,POS,66.0,10.0,5.0,1,No
TXN0000847,1392,2025-01-02 13:00:00,1829.79,Fuel,Online,26.0,9.0,5.0,1,No
TXN0000848,1945,2025-01-05 00:00:00,2218.77,Healthcare,Online,53.0,2.0,5.0,1,No
TXN0000849,1794,2025-01-05 11:00:00,1336.13,Grocery,Online,36.0,10.0,4.0,1,No
TXN0000850,1633,2025-01-27 06:00:00,1302.8,Entertainment,Online,18.0,11.0,7.0,1,Yes
TXN0000851,1193,2025-01-07 06:00:00,954.82,Grocery,Online,27.0,7.0,,1,No
TXN0000852,1516,2025-01-04 01:00:00,342.45,Travel,POS,53.0,1.0,4.0,1,No
TXN0000853,1028,2025-01-03 08:00:00,897.11,Grocery,POS,26.0,10.0,2.0,0,Yes
TXN0000854,1164,2025-01-14 22:00:00,1097.25,Entertainment,POS,62.0,7.0,2.0,1,No
TXN0000855,1421,2025-01-11 11:00:00,1687.7,Fuel,Online,63.0,12.0,2.0,1,No
TXN0000856,1338,2025-01-11 13:00:00,1459.76,Fuel,POS,59.0,10.0,7.0,1,No
TXN0000857,1647,2025-01-17 00:00:00,,Healthcare,Online,49.0,4.0,,1,No
TXN0000858,1495,2025-01-19 23:00:00,909.6,Fashion,Online,49.0,,4.0,1,No
TXN0000859,1364,2025-01-11 18:00:00,208.94,Travel,POS,23.0,6.0,1.0,1,No
TXN0000860,1832,2025-01-20 08:00:00,239.12,Fuel,POS,65.0,13.0,4.0,1,No
TXN0000861,1341,2025-01-02 09:00:00,368.13,Healthcare,Online,55.0,1.0,6.0,1,No
TXN0000862,1499,2025-01-21 14:00:00,1054.0,Healthcare,POS,34.0,13.0,2.0,1,No
TXN0000863,1656,2025-01-14 13:00:00,1697.02,Travel,ATM,27.0,5.0,4.0,1,No
TXN0000864,1510,2025-01-10 21:00:00,1683.53,Travel,POS,67.0,9.0,7.0,1,No
TXN0000865,1326,2025-01-29 18:00:00,1596.86,Healthcare,POS,44.0,2.0,9.0,1,No
TXN0000866,1216,2025-01-26 15:00:00,942.45,Entertainment,ATM,67.0,8.0,2.0,1,Yes
TXN0000867,1300,2025-01-23 12:00:00,1772.13,Fashion,POS,52.0,2.0,,1,No
TXN0000868,1131,2025-01-20 09:00:00,734.46,Entertainment,POS,69.0,10.0,6.0,1,No
TXN0000869,1803,2025-01-13 15:00:00,1626.7,Electronics,Online,38.0,14.0,8.0,1,No
TXN0000870,1069,2025-01-05 20:00:00,362.71,Entertainment,Online,42.0,11.0,2.0,1,No
TXN0000871,1251,2025-01-09 14:00:00,611.44,,POS,45.0,11.0,1.0,1,No
TXN0000872,1414,2025-01-30 00:00:00,2026.31,Travel,POS,64.0,2.0,7.0,1,No
TXN0000873,1786,2025-01-21 00:00:00,1098.08,Grocery,Online,32.0,4.0,9.0,1,No
TXN0000874,1444,2025-01-28 01:00:00,859.52,Grocery,ATM,21.0,6.0,9.0,1,No
TXN0000875,1875,2025-01-17 18:00:00,1751.38,Travel,Online,46.0,13.0,2.0,1,No
TXN0000876,1181,2025-01-29 03:00:00,1808.69,,POS,26.0,7.0,4.0,0,No
TXN0000877,1166,2025-01-25 10:00:00,983.36,Travel,Online,44.0,11.0,1.0,1,No
TXN0000878,1090,2025-01-10 16:00:00,1339.23,Electronics,Online,43.0,10.0,7.0,1,No
TXN0000879,1713,2025-01-12 19:00:00,1268.45,Fuel,POS,36.0,6.0,2.0,1,No
TXN0000880,1857,2025-01-20 23:00:00,,Travel,Online,45.0,8.0,4.0,1,No
TXN0000881,1530,2025-01-01 08:00:00,502.07,Grocery,Online,34.0,4.0,2.0,1,No
TXN0000882,1038,2025-01-30 18:00:00,1671.13,Fashion,POS,60.0,9.0,1.0,1,No
TXN0000883,1125,2025-01-16 18:00:00,783.7,Travel,POS,58.0,10.0,7.0,1,No
TXN0000884,1450,2025-01-26 02:00:00,1464.92,Electronics,POS,59.0,,6.0,1,No
TXN0000885,1172,2025-01-16 20:00:00,1331.52,Fashion,ATM,67.0,2.0,,1,No
TXN0000886,1652,2025-01-28 13:00:00,1807.72,Electronics,Online,37.0,5.0,4.0,1,No
TXN0000887,1753,2025-01-15 23:00:00,518.1,Fashion,POS,62.0,4.0,3.0,0,No
TXN0000888,1219,2025-01-08 07:00:00,1397.1,Travel,POS,57.0,11.0,3.0,1,No
TXN0000889,1637,2025-01-21 04:00:00,1167.29,Grocery,ATM,56.0,3.0,3.0,1,No
TXN0000890,1057,2025-01-17 20:00:00,805.11,Fashion,ATM,66.0,11.0,4.0,1,No
TXN0000891,1659,2025-01-02 08:00:00,801.6,Healthcare,POS,40.0,1.0,1.0,0,No
TXN0000892,1475,2025-01-20 08:00:00,1313.74,Fuel,POS,64.0,6.0,1.0,0,No
TXN0000893,1455,2025-01-29 23:00:00,1514.84,Electronics,Online,49.0,12.0,7.0,1,No
TXN0000894,1828,2025-01-07 12:00:00,1231.8,Fashion,Online,69.0,4.0,5.0,1,No
TXN0000895,1894,2025-01-24 12:00:00,1247.36,Electronics,POS,64.0,3.0,3.0,1,No
TXN0000896,1360,2025-01-09 09:00:00,950.75,Grocery,POS,50.0,11.0,9.0,1,No
TXN0000897,1934,2025-01-08 06:00:00,983.91,Electronics,POS,63.0,13.0,5.0,1,No
TXN0000898,1000,2025-01-11 03:00:00,803.76,Electronics,POS,22.0,7.0,3.0,1,No
TXN0000899,1386,2025-01-12 04:00:00,940.7,Healthcare,Online,60.0,8.0,9.0,1,No
TXN0000900,1972,2025-01-19 13:00:00,1497.34,Electronics,POS,65.0,8.0,1.0,1,No
TXN0000901,1347,2025-01-04 01:00:00,1553.2,Fashion,Online,51.0,2.0,9.0,1,No
TXN0000902,1189,2025-01-04 23:00:00,562.06,Electronics,Online,57.0,2.0,5.0,1,No
TXN0000903,1504,2025-01-08 04:00:00,751.78,Travel,Online,,4.0,6.0,1,No
TXN0000904,1190,2025-01-17 21:00:00,,Electronics,POS,67.0,4.0,,0,No
TXN0000905,1507,2025-01-07 10:00:00,1167.98,Travel,Online,20.0,9.0,8.0,1,No
TXN0000906,1368,2025-01-08 14:00:00,358.42,Fuel,POS,50.0,1.0,3.0,0,No
TXN0000907,1408,2025-01-14 10:00:00,760.55,Electronics,Online,28.0,0.0,1.0,1,No
TXN0000908,1823,2025-01-13 00:00:00,507.21,Entertainment,Online,33.0,7.0,7.0,1,No
TXN0000909,1928,2025-01-11 17:00:00,1400.24,Fuel,ATM,35.0,2.0,3.0,1,No
TXN0000910,1933,2025-01-25 10:00:00,1185.16,Entertainment,POS,47.0,0.0,4.0,1,No
TXN0000911,1116,2025-01-08 05:00:00,968.73,Electronics,Online,65.0,0.0,5.0,1,No
TXN0000912,1133,2025-01-14 17:00:00,668.36,Fashion,Online,27.0,10.0,1.0,1,No
TXN0000913,1057,2025-01-10 14:00:00,976.45,Entertainment,ATM,35.0,14.0,9.0,0,No
TXN0000914,1555,2025-01-07 16:00:00,,Travel,Online,55.0,1.0,7.0,1,No
TXN0000915,1684,2025-01-08 17:00:00,2017.33,Fuel,POS,36.0,5.0,2.0,1,No
TXN0000916,1671,2025-01-06 22:00:00,1698.51,Fuel,Online,53.0,5.0,1.0,1,No
TXN0000917,1172,2025-01-12 17:00:00,854.65,Travel,Online,30.0,13.0,2.0,1,No
TXN0000918,1828,2025-01-27 15:00:00,1282.6,Healthcare,Online,63.0,,3.0,1,No
TXN0000919,1814,2025-01-29 05:00:00,1672.1,Electronics,POS,20.0,11.0,3.0,1,No
TXN0000920,1148,2025-01-02 02:00:00,854.49,Electronics,POS,27.0,3.0,8.0,1,No
TXN0000921,1079,2025-01-11 05:00:00,491.44,Fashion,Online,,11.0,5.0,1,No
TXN0000922,1885,2025-01-21 06:00:00,301.57,Healthcare,POS,18.0,12.0,9.0,1,No
TXN0000923,1212,2025-01-27 22:00:00,1836.13,Healthcare,POS,44.0,1.0,3.0,1,No
TXN0000924,1202,2025-01-09 09:00:00,1104.47,Entertainment,ATM,63.0,1.0,6.0,1,No
TXN0000925,1763,2025-01-01 20:00:00,1345.66,Fashion,Online,25.0,14.0,4.0,1,No
TXN0000926,1228,2025-01-25 14:00:00,912.88,Fuel,Online,68.0,6.0,8.0,0,No
TXN0000927,1675,2025-01-28 21:00:00,566.05,Travel,POS,63.0,12.0,1.0,1,No
TXN0000928,1226,2025-01-04 21:00:00,659.35,Fuel,Online,59.0,0.0,4.0,1,No
TXN0000929,1658,2025-01-01 07:00:00,529.48,Grocery,Online,34.0,6.0,7.0,0,No
TXN0000930,1531,2025-01-20 15:00:00,1625.0,Fashion,POS,26.0,,9.0,1,No
TXN0000931,1440,2025-01-15 02:00:00,1946.28,Travel,Online,23.0,11.0,1.0,1,No
TXN0000932,1401,2025-01-11 18:00:00,1218.62,Fuel,Online,60.0,13.0,8.0,1,No
TXN0000933,1046,2025-01-03 06:00:00,441.1,Fuel,Online,42.0,11.0,2.0,1,No
TXN0000934,1232,2025-01-23 19:00:00,1448.29,Healthcare,POS,56.0,13.0,4.0,1,No
TXN0000935,1304,2025-01-01 05:00:00,1832.49,Fashion,Online,,0.0,4.0,1,No
TXN0000936,1525,2025-01-16 16:00:00,1685.83,Grocery,POS,45.0,13.0,8.0,1,No
TXN0000937,1142,2025-01-24 01:00:00,1185.43,Electronics,POS,50.0,5.0,2.0,1,No
TXN0000938,1414,2025-01-03 01:00:00,1082.76,Fashion,POS,54.0,2.0,7.0,1,No
TXN0000939,1512,2025-01-05 15:00:00,1181.42,Grocery,Online,26.0,7.0,3.0,1,No
TXN0000940,1372,2025-01-07 01:00:00,1812.62,,Online,35.0,5.0,9.0,1,No
TXN0000941,1565,2025-01-10 13:00:00,1580.18,Fashion,POS,38.0,10.0,5.0,1,No
TXN0000942,1885,2025-01-21 16:00:00,1007.12,Travel,Online,19.0,1.0,8.0,1,No
TXN0000943,1258,2025-01-13 17:00:00,994.54,Fashion,ATM,60.0,7.0,5.0,1,No
TXN0000944,1655,2025-01-23 13:00:00,959.15,Fuel,Online,55.0,,1.0,1,No
TXN0000945,1470,2025-01-20 04:00:00,667.68,Entertainment,POS,57.0,7.0,9.0,1,No
TXN0000946,1952,2025-01-27 03:00:00,1875.92,Healthcare,Online,53.0,7.0,7.0,1,No
TXN0000947,1970,2025-01-10 09:00:00,806.09,Fuel,POS,67.0,5.0,4.0,1,No
TXN0000948,1011,2025-01-03 10:00:00,1445.14,Grocery,Online,60.0,1.0,7.0,1,No
TXN0000949,1329,2025-01-04 03:00:00,869.29,Grocery,Online,54.0,7.0,5.0,1,No
TXN0000950,1735,2025-01-18 19:00:00,961.39,Electronics,POS,32.0,14.0,9.0,1,No
TXN0000951,1783,2025-01-06 11:00:00,1143.06,Grocery,POS,45.0,14.0,2.0,1,No
TXN0000952,1967,2025-01-21 17:00:00,1472.62,Entertainment,POS,35.0,10.0,4.0,1,No
TXN0000953,1357,2025-01-25 16:00:00,1070.39,Electronics,POS,51.0,5.0,6.0,1,No
TXN0000954,1971,2025-01-13 16:00:00,630.4,Grocery,POS,39.0,5.0,5.0,1,No
TXN0000955,1407,2025-01-03 18:00:00,1209.54,Grocery,Online,28.0,7.0,1.0,1,No
TXN0000956,1667,2025-01-10 13:00:00,816.66,Fashion,Online,30.0,0.0,,1,No
TXN0000957,1372,2025-01-14 20:00:00,1971.92,Fashion,POS,,1.0,9.0,1,No
TXN0000958,1007,2025-01-12 12:00:00,1070.03,Healthcare,Online,39.0,,3.0,0,No
TXN0000959,1121,2025-01-25 07:00:00,866.02,Fuel,POS,24.0,,4.0,1,No
TXN0000960,1347,2025-01-31 00:00:00,,Travel,Online,60.0,8.0,4.0,1,No
TXN0000961,1675,2025-01-06 23:00:00,1569.44,Healthcare,Online,41.0,10.0,8.0,1,No
TXN0000962,1089,2025-01-11 10:00:00,751.61,Grocery,Online,21.0,11.0,6.0,1,No
TXN0000963,1647,2025-01-29 18:00:00,804.54,Healthcare,POS,45.0,7.0,2.0,1,No
TXN0000964,1697,2025-01-04 07:00:00,1437.09,Fashion,POS,32.0,11.0,4.0,1,No
TXN0000965,1315,2025-01-03 08:00:00,1221.74,Fuel,Online,18.0,6.0,1.0,1,No
TXN0000966,1177,2025-01-16 05:00:00,1645.09,Grocery,Online,20.0,6.0,3.0,1,No
TXN0000967,1539,2025-01-13 19:00:00,868.66,Grocery,ATM,31.0,4.0,4.0,1,No
TXN0000968,1731,2025-01-08 05:00:00,1550.55,Healthcare,Online,55.0,1.0,8.0,0,No
TXN0000969,1868,2025-01-20 05:00:00,80.86,Fuel,POS,67.0,10.0,3.0,1,No
TXN0000970,1040,2025-01-29 05:00:00,1122.78,Entertainment,ATM,18.0,5.0,5.0,1,No
TXN0000971,1739,2025-01-25 19:00:00,891.41,Electronics,ATM,55.0,9.0,1.0,1,No
TXN0000972,1703,2025-01-21 12:00:00,972.48,Entertainment,POS,55.0,2.0,4.0,1,No
TXN0000973,1922,2025-01-24 07:00:00,1148.56,Travel,Online,38.0,3.0,2.0,1,No
TXN0000974,1501,2025-01-27 14:00:00,1769.25,Fuel,ATM,65.0,12.0,4.0,1,No
TXN0000975,1958,2025-01-29 08:00:00,622.98,Healthcare,POS,46.0,9.0,5.0,1,No
TXN0000976,1144,2025-01-16 13:00:00,105.98,Entertainment,POS,22.0,11.0,3.0,1,No
TXN0000977,1200,2025-01-15 12:00:00,680.97,Healthcare,Online,66.0,10.0,6.0,1,No
TXN0000978,1928,2025-01-03 18:00:00,1711.22,Travel,ATM,,,2.0,1,No
TXN0000979,1723,2025-01-14 17:00:00,377.5,Grocery,POS,45.0,13.0,5.0,1,No
TXN0000980,1460,2025-01-09 01:00:00,914.03,Grocery,POS,38.0,1.0,,1,No
TXN0000981,1731,2025-01-07 10:00:00,1619.79,Electronics,Online,67.0,11.0,5.0,1,No
TXN0000982,1751,2025-01-07 15:00:00,1170.79,Healthcare,Online,24.0,7.0,9.0,1,No
TXN0000983,1924,2025-01-29 23:00:00,1764.35,Travel,ATM,20.0,7.0,6.0,1,No
TXN0000984,1908,2025-01-12 01:00:00,182.55,Healthcare,POS,62.0,9.0,7.0,1,No
TXN0000985,1557,2025-01-07 23:00:00,1039.2,Fashion,Online,64.0,5.0,8.0,1,No
TXN0000986,1546,2025-01-07 00:00:00,1868.59,Healthcare,POS,37.0,12.0,9.0,1,No
TXN0000987,1252,2025-01-08 17:00:00,636.56,Healthcare,Online,36.0,4.0,5.0,1,No
TXN0000988,1389,2025-01-18 14:00:00,1717.4,Fashion,Online,52.0,7.0,8.0,1,No
TXN0000989,1593,2025-01-20 00:00:00,,Fashion,Online,21.0,3.0,2.0,0,No
TXN0000990,1882,2025-01-15 08:00:00,1417.06,Entertainment,Online,22.0,10.0,9.0,1,No
TXN0000991,1255,2025-01-24 01:00:00,1832.33,Travel,Online,18.0,,2.0,1,Yes
TXN0000992,1708,2025-01-22 11:00:00,1414.92,Entertainment,Online,21.0,4.0,5.0,1,No
TXN0000993,1814,2025-01-30 08:00:00,904.38,Grocery,Online,29.0,0.0,6.0,0,No
TXN0000994,1920,2025-01-05 07:00:00,1481.03,Electronics,POS,44.0,0.0,4.0,1,No
TXN0000995,1449,2025-01-11 06:00:00,869.1,Entertainment,ATM,59.0,1.0,8.0,1,No
TXN0000996,1009,2025-01-01 22:00:00,1336.68,Fashion,POS,40.0,13.0,,1,No
TXN0000997,1823,2025-01-22 20:00:00,574.08,Grocery,Online,,,5.0,0,No
TXN0000998,1797,2025-01-06 23:00:00,1214.55,Travel,Online,38.0,6.0,2.0,1,No
TXN0000999,1241,2025-01-29 22:00:00,1794.65,Fuel,POS,69.0,14.0,3.0,0,No
TXN0001000,1250,2025-01-09 00:00:00,1050.62,Healthcare,ATM,41.0,14.0,8.0,1,No
TXN0001001,1876,2025-01-20 08:00:00,1746.85,Travel,Online,42.0,9.0,5.0,0,No
TXN0001002,1004,2025-01-16 14:00:00,2746.71,Travel,Online,62.0,8.0,3.0,1,No
TXN0001003,1118,2025-01-29 04:00:00,1185.53,Fashion,POS,63.0,4.0,5.0,1,No
TXN0001004,1800,2025-01-29 19:00:00,1507.1,Electronics,POS,49.0,1.0,9.0,1,No
TXN0001005,1373,2025-01-27 04:00:00,1438.43,Entertainment,Online,49.0,6.0,3.0,1,No
TXN0001006,1064,2025-01-12 01:00:00,1312.55,Fashion,POS,22.0,14.0,7.0,1,No
TXN0001007,1145,2025-01-16 17:00:00,1593.95,Healthcare,POS,53.0,7.0,,1,No
TXN0001008,1223,2025-01-23 21:00:00,1075.95,Fashion,ATM,63.0,11.0,5.0,1,No
TXN0001009,1238,2025-01-24 03:00:00,868.73,Healthcare,Online,59.0,6.0,3.0,0,No
TXN0001010,1176,2025-01-04 01:00:00,436.84,Fashion,ATM,66.0,,6.0,1,No
TXN0001011,1778,2025-01-19 05:00:00,1028.62,Fuel,Online,59.0,6.0,3.0,1,No
TXN0001012,1852,2025-01-10 09:00:00,1650.72,Electronics,POS,56.0,11.0,9.0,1,No
TXN0001013,1281,2025-01-13 19:00:00,730.1,Fuel,POS,33.0,14.0,,1,No
TXN0001014,1062,2025-01-15 11:00:00,1323.34,Grocery,Online,50.0,13.0,3.0,1,No
TXN0001015,1216,2025-01-20 19:00:00,1138.45,,POS,66.0,,7.0,1,No
TXN0001016,1853,2025-01-14 02:00:00,,Entertainment,Online,38.0,1.0,8.0,1,No
TXN0001017,1826,2025-01-22 20:00:00,273.48,Fashion,Online,26.0,5.0,5.0,1,No
TXN0001018,1794,2025-01-18 16:00:00,1881.43,Travel,Online,23.0,3.0,5.0,0,No
TXN0001019,1688,2025-01-22 19:00:00,,Grocery,POS,68.0,9.0,5.0,1,No
TXN0001020,1460,2025-01-24 09:00:00,2532.64,Travel,Online,62.0,1.0,4.0,1,No
TXN0001021,1928,2025-01-11 08:00:00,1739.71,Fuel,ATM,52.0,11.0,9.0,1,No
TXN0001022,1609,2025-01-27 06:00:00,,Entertainment,Online,56.0,8.0,6.0,1,No
TXN0001023,1104,2025-01-24 16:00:00,325.32,Electronics,Online,39.0,6.0,8.0,1,No
TXN0001024,1098,2025-01-08 13:00:00,316.58,Entertainment,Online,58.0,5.0,8.0,1,No
TXN0001025,1510,2025-01-05 09:00:00,1221.16,Grocery,POS,22.0,11.0,5.0,1,No
TXN0001026,1384,2025-01-08 22:00:00,625.94,Fuel,Online,59.0,4.0,9.0,1,No
TXN0001027,1404,2025-01-06 16:00:00,859.36,Fashion,Online,40.0,2.0,2.0,1,No
TXN0001028,1822,2025-01-30 03:00:00,2463.13,Travel,Online,34.0,11.0,8.0,1,No
TXN0001029,1517,2025-01-05 23:00:00,1794.94,Fashion,Online,29.0,14.0,3.0,1,No
TXN0001030,1475,2025-01-03 23:00:00,732.17,Healthcare,POS,40.0,14.0,7.0,0,No
TXN0001031,1976,2025-01-06 10:00:00,50.0,Entertainment,POS,33.0,9.0,9.0,1,No
TXN0001032,1708,2025-01-20 00:00:00,690.03,Grocery,Online,20.0,9.0,5.0,1,No
TXN0001033,1862,2025-01-20 22:00:00,921.4,Travel,Online,47.0,3.0,8.0,1,No
TXN0001034,1644,2025-01-03 03:00:00,1039.37,Electronics,POS,39.0,2.0,4.0,1,No
TXN0001035,1869,2025-01-24 21:00:00,560.48,Electronics,Online,26.0,11.0,1.0,1,No
TXN0001036,1770,2025-01-05 22:00:00,1764.93,Electronics,ATM,46.0,,1.0,1,No
TXN0001037,1436,2025-01-11 23:00:00,,Fuel,Online,64.0,7.0,6.0,1,No
TXN0001038,1022,2025-01-10 22:00:00,1524.29,Electronics,Online,54.0,2.0,8.0,1,No
TXN0001039,1996,2025-01-15 14:00:00,1226.94,Travel,POS,40.0,6.0,2.0,1,No
TXN0001040,1564,2025-01-11 14:00:00,1669.24,Entertainment,POS,30.0,6.0,4.0,1,No
TXN0001041,1676,2025-01-29 12:00:00,1081.04,Entertainment,Online,49.0,6.0,3.0,1,No
TXN0001042,1713,2025-01-13 20:00:00,737.51,Entertainment,Online,63.0,12.0,9.0,1,No
TXN0001043,1457,2025-01-26 06:00:00,900.71,Fuel,Online,69.0,6.0,3.0,1,No
TXN0001044,1082,2025-01-21 14:00:00,907.76,Healthcare,ATM,64.0,13.0,,1,No
TXN0001045,1144,2025-01-03 08:00:00,2232.28,Electronics,POS,65.0,1.0,7.0,1,No
TXN0001046,1084,2025-01-17 18:00:00,1238.25,Entertainment,Online,40.0,9.0,,0,No
TXN0001047,1077,2025-01-03 18:00:00,1202.32,Electronics,Online,62.0,2.0,8.0,1,No
TXN0001048,1456,2025-01-02 21:00:00,1641.01,Fuel,Online,,9.0,9.0,1,No
TXN0001049,1877,2025-01-26 05:00:00,1199.97,Electronics,Online,57.0,8.0,8.0,0,No
TXN0001050,1000,2025-01-28 01:00:00,1760.84,Healthcare,Online,38.0,2.0,1.0,1,No
TXN0001051,1050,2025-01-16 08:00:00,1013.96,Fuel,POS,19.0,1.0,7.0,1,No
